time,seconds_elapsed,z,y,x
1696508104459439600,0.143439697265625,-2.846007823944092,-0.5819768905639648,-0.4682464599609375
1696508104475217200,0.159217041015625,-2.6514663696289062,-0.5604323148727417,-0.41855692863464355
1696508104491116800,0.17511669921875,-2.132023811340332,-0.36618566513061523,-0.5359901189804077
1696508104506986000,0.190986083984375,-1.0233497619628906,-0.04103899002075195,-0.5224850177764893
1696508104522763500,0.206763427734375,-0.4497661590576172,0.22901511192321777,-0.35692042112350464
1696508104538663200,0.2226630859375,-0.7193202972412109,0.26958727836608887,-0.15787816047668457
1696508104554471400,0.238471435546875,-0.8109474182128906,0.14529657363891602,-0.2446722388267517
1696508104570371000,0.25437109375,0.34059619903564453,0.14915013313293457,-0.07758784294128418
1696508104586270700,0.270270751953125,1.5721473693847656,0.2505974769592285,0.2889077663421631
1696508104602078700,0.28607861328125,2.3789119720458984,0.19626235961914062,0.649343729019165
1696508104617978400,0.301978271484375,2.8623199462890625,0.20377111434936523,0.3647843599319458
1696508104633908700,0.31790869140625,2.700389862060547,0.1471118927001953,-0.003412008285522461
1696508104649777700,0.333777587890625,2.1640186309814453,-0.05768716335296631,-0.409338116645813
1696508104665616400,0.349616455078125,2.0739917755126953,0.14513170719146729,-0.6732075810432434
1696508104681485600,0.365485595703125,2.3445873260498047,0.25576889514923096,-0.7290264964103699
1696508104697568300,0.381568359375,2.417898178100586,0.20135748386383057,0.025755763053894043
1696508104713345800,0.397345703125,2.2820701599121094,-0.12275838851928711,0.33170080184936523
1696508104729154000,0.413154052734375,2.7945823669433594,-0.5664655566215515,-0.03167635202407837
1696508104744992500,0.428992431640625,3.740675926208496,-0.9806343913078308,-0.3193126916885376
1696508104760800800,0.44480078125,5.018012046813965,-1.0988646745681763,0.1911458969116211
1696508104776670000,0.460669921875,5.592435836791992,-1.401252269744873,0.7965996861457825
1696508104792508400,0.47650830078125,4.933927536010742,-1.1725616455078125,1.0021618604660034
1696508104808347100,0.49234716796875,3.0177392959594727,-1.029299259185791,0.6576481461524963
1696508104824124700,0.508124755859375,1.3911638259887695,-0.858512282371521,0.05858999490737915
1696508104839902200,0.523902099609375,0.4463663101196289,-0.6541436314582825,-0.049235522747039795
1696508104855741000,0.539740966796875,-0.004172325134277344,-0.5909345746040344,0.10263532400131226
1696508104871549000,0.555548828125,-0.3383817672729492,-0.5866351127624512,0.3203808665275574
1696508104887387600,0.5713876953125,-0.974452018737793,-0.5017178058624268,0.37537074089050293
1696508104903195600,0.587195556640625,-1.3479938507080078,-0.400191068649292,0.27164921164512634
1696508104919004000,0.60300390625,-1.9393978118896484,-0.3912825584411621,0.14206279814243317
1696508104934934000,0.61893408203125,-2.7735953330993652,-0.5027958154678345,-0.12688501179218292
1696508104950742000,0.634741943359375,-2.900094985961914,-0.5409516096115112,-0.30389779806137085
1696508104966611200,0.650611083984375,-2.399430751800537,-0.49165797233581543,-0.09290721267461777
1696508104982450000,0.666449951171875,-1.8817763328552246,-0.5379034280776978,0.4635798931121826
1696508104998258000,0.6822578125,-1.759528636932373,-0.4990006685256958,0.7412582039833069
1696508105014157600,0.698157470703125,-2.377007484436035,-0.392492413520813,0.23739369213581085
1696508105029965800,0.7139658203125,-3.094855785369873,-0.0314255952835083,-0.08213368058204651
1696508105045804300,0.72980419921875,-3.6786837577819824,0.1797957420349121,-0.27421194314956665
1696508105061643000,0.74564306640625,-3.878981590270996,0.2424015998840332,-0.2346043735742569
1696508105077481700,0.761481689453125,-3.156731128692627,0.2445688247680664,-0.28969770669937134
1696508105093411800,0.777411865234375,-1.741560935974121,0.1422576904296875,-0.37405967712402344
1696508105109250600,0.79325048828125,-0.3019981384277344,0.09893584251403809,-0.34115585684776306
1696508105125180700,0.8091806640625,1.0535945892333984,0.05016827583312988,-0.3935363292694092
1696508105141019100,0.82501904296875,1.5996198654174805,-0.03764772415161133,-0.31091785430908203
1696508105156827400,0.840827392578125,1.2412605285644531,-0.16356515884399414,-0.18447105586528778
1696508105172727000,0.85672705078125,1.053497314453125,-0.10612249374389648,-0.4527478516101837
1696508105188535000,0.87253515625,0.9728059768676758,-0.42412710189819336,-1.008360743522644
1696508105204404200,0.888404296875,1.40826416015625,-0.45190155506134033,-0.9234559535980225
1696508105220212200,0.904212158203125,1.921133041381836,-0.5348637104034424,-1.1834871768951416
1696508105235990000,0.919989990234375,2.4613771438598633,-0.7304266691207886,-1.7753961086273193
1696508105251889700,0.9358896484375,2.3889341354370117,-0.8694556951522827,-2.0526344776153564
1696508105267636700,0.95163671875,1.8665046691894531,-1.1914371252059937,-1.6224604845046997
1696508105283536400,0.967536376953125,1.3687772750854492,-1.6600289344787598,-1.3540284633636475
