time,seconds_elapsed,bearingAccuracy,speedAccuracy,verticalAccuracy,horizontalAccuracy,speed,bearing,altitude,longitude,latitude
1696508892662154000,116.19115405273438,10,20,2.2148854732513428,3.9010000228881836,1.4836527109146118,30.036998748779297,40.5,25.514067,65.0685192
1696508893680975400,117.20997534179688,10,20,2.22507381439209,3.9010000228881836,1.4738267660140991,30.025516510009766,40.5,25.5140806,65.0685293
1696508894655658800,118.18465869140626,10,20,2.234820604324341,3.9000000953674316,1.4669585227966309,29.80975914001465,40.5,25.5140919,65.0685398
1696508895658917000,119.18791723632812,10,20,1.517728567123413,3.9000000953674316,1.4656394720077515,29.682313919067383,40.400001525878906,25.5141058,65.0685515
1696508896680905200,120.2099052734375,10,20,1.5279484987258911,3.9000000953674316,1.4763178825378418,29.62367820739746,40.400001525878906,25.5141237,65.0685654
1696508897654312700,121.18331274414062,10,20,1.5376825332641602,3.9000000953674316,1.4915220737457275,29.805234909057617,40.400001525878906,25.5141449,65.0685789
1696508898640820200,122.1698203125,10,20,1.5475475788116455,3.9000000953674316,1.5058614015579224,30.03944969177246,40.400001525878906,25.5141669,65.0685925
1696508899656624600,123.18562475585938,10,20,1.5577056407928467,3.9000000953674316,1.520523190498352,30.38199234008789,40.400001525878906,25.5141912,65.0686061
1696508900660042500,124.18904248046876,10,20,2.0521552562713623,3.9000000953674316,1.5344173908233643,30.577011108398438,40.400001525878906,25.5142138,65.06862
1696508901676544500,125.20554443359374,10,20,2.0623202323913574,3.9000000953674316,1.5476270914077759,30.435314178466797,40.400001525878906,25.5142324,65.068635
1696508902657955000,126.186955078125,10,20,2.072134494781494,3.9000000953674316,1.5608150959014893,30.34406852722168,40.400001525878906,25.5142512,65.0686495
1696508903510000000,127.03900024414062,0,0,3.630763530731201,4.11299991607666,1.541178822517395,30.303857803344727,40.5,25.51426,65.0686564
1696508903643369000,127.17236889648437,10,20,3.6320972442626953,4.11299991607666,1.5562156438827515,30.389427185058594,40.5,25.514267,65.0686605
1696508904677206300,128.20620629882814,10,20,3.6424355506896973,4.11299991607666,1.56632399559021,30.637340545654297,40.5,25.5142899,65.0686742
1696508905669714400,129.19871435546875,10,20,3.652360677719116,4.11299991607666,1.3197910785675049,0.000004536751021078089,40.5,25.5142847,65.0686805
1696508906665247500,130.19424755859376,10,20,3.662316083908081,4.081999778747559,1.2874797582626343,0.00034231756580993533,40.5,25.5142877,65.0686857
1696508907666609200,131.19560913085937,10,20,3.6723296642303467,4.11299991607666,1.2668155431747437,0.014176965691149235,40.5,25.5142926,65.068693
1696508908653135000,132.18213500976563,10,20,3.682194948196411,3.9000000953674316,1.2632246017456055,0.07487285137176514,40.5,25.5143027,65.0687035
1696508909629806000,133.15880615234374,10,20,3.6919615268707275,3.9000000953674316,1.2662262916564941,0.20696379244327545,40.5,25.5143165,65.0687153
1696508910679067100,134.20806713867188,10,20,1.7018656730651855,3.9000000953674316,1.2755107879638672,0.47498106956481934,40.30000305175781,25.5143363,65.0687293
1696508911687272700,135.21627270507813,10,20,1.7119476795196533,3.9000000953674316,1.287072777748108,0.905855655670166,40.30000305175781,25.5143617,65.0687433
1696508912659923200,136.18892309570313,10,20,1.7216742038726807,3.9000000953674316,1.2977805137634277,1.5863609313964844,40.30000305175781,25.5143947,65.0687568
1696508913667657700,137.19665771484375,10,20,1.731751561164856,3.9000000953674316,1.3096708059310913,2.3117127418518066,40.30000305175781,25.5144252,65.068771
1696508914670324500,138.19932446289062,10,20,1.7417782545089722,3.9000000953674316,1.326484203338623,3.0472848415374756,40.30000305175781,25.5144534,65.0687863
1696508914704000000,138.233,0,0,1.2855708599090576,3.9079999923706055,1.3317289352416992,3.3008487224578857,40.30000305175781,25.514463,65.0687878
1696508915663355100,139.19235522460937,10,20,1.2951644659042358,3.9070000648498535,1.3379647731781006,3.7731270790100098,40.30000305175781,25.5144792,65.0688005
1696508916669403600,140.19840356445312,10,20,1.305224895477295,3.9070000648498535,1.3435962200164795,4.248052597045898,40.30000305175781,25.5144942,65.0688136
1696508917645486800,141.17448681640624,10,20,1.314985752105713,3.9070000648498535,1.358782410621643,4.788018226623535,40.30000305175781,25.5145113,65.0688284
1696508918652986400,142.181986328125,10,20,1.3250607252120972,3.9070000648498535,1.36659574508667,5.48565673828125,40.30000305175781,25.5145312,65.0688421
1696508919665822700,143.19482275390624,10,20,1.3351891040802002,3.9070000648498535,1.3677706718444824,6.269375801086426,40.30000305175781,25.5145519,65.0688544
1696508920653134000,144.1821340332031,10,20,1.7594083547592163,3.9000000953674316,1.3612092733383179,7.066984176635742,40.400001525878906,25.5145712,65.0688647
1696508921650190000,145.17919018554687,10,20,1.769378900527954,3.9000000953674316,1.3566176891326904,7.985826015472412,40.400001525878906,25.5145925,65.0688753
1696508922621339600,146.15033959960937,10,20,1.779090404510498,3.9000000953674316,1.3605164289474487,8.833690643310547,40.400001525878906,25.5146127,65.0688872
1696508923653985300,147.1829853515625,10,20,1.7894169092178345,3.9000000953674316,1.3634047508239746,9.679168701171875,40.400001525878906,25.5146329,65.0688996
1696508924401000000,147.93,0,0,6.656400203704834,4.085999965667725,1.3450937271118164,10.129782676696777,40.80000305175781,25.5146421,65.0689045
1696508924600658400,148.12965844726563,10,20,6.6583967208862305,4.059999942779541,1.3578561544418335,10.657153129577637,40.80000305175781,25.5146535,65.068909
1696508925650213400,149.17921337890624,10,20,6.6688923835754395,4.059999942779541,1.368202567100525,11.408289909362793,40.80000305175781,25.514673,65.0689231
1696508926662948400,150.1919482421875,10,20,6.679019451141357,4.085999965667725,1.3797249794006348,12.190388679504395,40.80000305175781,25.5146931,65.0689369
1696508927623387400,151.15238745117188,10,20,6.688623905181885,4.085999965667725,1.4025541543960571,12.766661643981934,40.80000305175781,25.5147117,65.0689527
1696508928648008700,152.1770087890625,10,20,6.6988701820373535,4.059999942779541,1.4198709726333618,12.49111270904541,40.80000305175781,25.5147243,65.0689693
